week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,8.0
2022-02,0.25067591727765215,1.0,-0.4308748135190238,1.0,1.0
2022-04,0.9280306997061541,1.0,-0.522509595201047,1.0,1.0
2022-05,-0.2547412974209621,0.46856711995756034,0.07146715984230041,0.8551033050930215,5.0
2022-08,-0.7261931817094469,1.9440231257927063,-0.4966506486273335,0.03657007295322693,2.0
2022-11,0.20769799709784698,0.5594085024791393,-0.5691720200098187,0.06599063401777967,2.0
2022-12,0.25067591727765215,1.0,-0.4308748135190238,1.0,1.0
2022-13,0.0991766781823202,0.6762395775711768,-0.44447831849231534,1.0,2.0
2022-14,-0.3076648455334935,1.9238940360723586,0.7236000244054359,1.9239686097185207,2.0
2022-15,0.19737390556920711,0.33342265927362663,-0.41254997654896947,0.04515349420036548,2.0
2022-16,0.09171548530522891,0.6867912977294408,-0.4308748135190238,1.0,2.0
2022-17,-0.6721877151839031,0.5905779650846489,-0.4931578464220661,0.08149234206565603,5.0
2022-18,0.4816730004402669,1.0,-0.522509595201047,1.0,1.0
2022-19,0.3607342007521419,1.4460297231776582,0.11615543479167909,0.7452021222547489,3.0
2022-20,-0.805146464749027,0.6026664759301973,-0.47836833615193,0.047927722603290715,2.0
2022-21,0.7445982641644319,0.5015169527274421,0.9018899100303167,1.676920881904968,3.0
2022-23,-1.4982950242356152,1.0,1.764547035938828,1.0,1.0
2022-24,0.2293669753010476,0.9575498908753641,0.039025205640778354,0.9450713443276021,5.0
2022-25,-0.2336083136140227,1.0,-0.5035675450191431,1.0,1.0
2022-26,0.37481378785389097,0.43538390653710884,-0.4606446556180304,0.2848313124170763,7.0
2022-27,-0.9223470217516101,0.7198257646221338,0.15082727429456383,1.0358001388869282,12.0
2022-28,-0.18706410899007198,1.1969619609894016,-0.528450949339229,0.23862089704028425,11.0
2022-29,0.18045453774300715,0.8708512713729022,-0.44240872935804754,0.42142307429314985,11.0
2022-30,-0.3799979409994517,1.1517204665817828,0.1851447712833155,1.512347595794584,9.0
2022-31,-0.20826318918735215,0.5991492293504324,1.2326685599161855,2.3413075799598317,5.0
2022-32,-0.2845445816492941,0.7590637813775846,-0.0760658644992421,0.9311534367424696,8.0
2022-33,-0.42787490506573134,0.7471230398144977,0.06292797315096502,1.057842527870411,4.0
2022-34,0.37990399083191684,1.0769585060587783,0.026696832021711112,1.0866705425025114,9.0
2022-35,-0.4359271079046205,1.3086515373163254,-0.5104327893675292,0.1958968352926102,6.0
2022-36,-0.1264609084838544,0.8952345958929224,-0.32683490082074945,0.7785859996033566,8.0
2022-37,-0.4899699781262785,1.3656699929819651,0.2295139354086471,1.231328465832391,3.0
2022-38,-0.543599144759766,0.7407494370484298,-0.10291670806989488,0.9783182390388664,14.0
2022-39,-0.12688546555894542,0.9352565747021726,0.0909661841119329,1.027224055635421,112.0
2022-40,-0.0755064967185641,0.814552482282157,0.05956247617131419,1.0760314524355363,141.0
2022-41,0.0030811112345878688,1.1174334305456874,-0.016918977533984282,1.0383058464006778,283.0
2022-42,-0.04599317233742333,0.9239316484409678,0.06099575008802022,0.9800461048284269,378.0
2022-43,-0.02822283288830661,0.9329710827517783,-0.007280491613849676,0.965152750025497,421.0
2022-44,0.02157196155537339,0.9706509447221472,0.09276893658031184,1.0963974351305223,396.0
2022-45,0.033087584627669864,1.0974241258729258,0.11395134722082431,1.1111213538872082,380.0
2022-46,-0.03045015672887119,1.0402679461749467,0.02886774525913209,0.9835429657490108,383.0
2022-47,-0.0601687563764753,0.9549913450171433,-0.018782594703305865,0.9958920613256965,465.0
2022-48,-0.05195918074807028,1.0027868952072452,0.03411625462453637,1.0527212968757445,446.0
2022-49,0.048816790651967215,1.0012931722032918,-0.009058225095575832,0.8947771825080614,371.0
2022-50,-0.0013157163697605538,1.0051533058649609,0.08637542832612784,1.0558789165099138,406.0
2022-51,0.047469607058347914,1.0434457320115211,-0.032286450279220384,1.0070078119233923,326.0
2022-52,0.15514315347903626,1.0315199312873664,-0.04151968515946683,0.9723617471508083,198.0
2023-00,-0.027028926653285674,0.778920876495581,0.11896722084945802,1.0865665276826397,48.0
2023-01,-0.13617737772104807,0.9893560858928857,0.2705699996015759,1.3210461164854903,243.0
2023-02,0.1235890129339038,1.0016638493083307,-0.10462304789230523,0.8785354354881728,224.0
2023-03,0.14377546985173306,1.061098598840012,-0.04394219778149617,0.9975538573880269,258.0
2023-04,-0.0040169021291856745,0.9305474146849977,0.0509644810334596,1.0233855320205643,223.0
2023-05,0.10477958242903368,0.9439644533639256,-0.05464499663136876,0.9663370532576436,292.0
2023-06,-0.002448272967297546,0.8246777140223444,0.03978924805604282,0.978711016263192,196.0
2023-07,0.0964554831178914,1.0835303988988934,-0.03723667049707538,1.0220091890496499,247.0
2023-08,-0.1757049648026395,1.0475514721365553,-0.015935583735410503,1.0051488630896233,275.0
2023-09,-0.10916573039858664,1.0585580922373885,0.07380140557694112,1.0630370182087907,267.0
2023-10,-0.003345166300804262,0.955175988375938,0.09319702999061832,1.0242534696946448,210.0
2023-11,0.08352759904870688,0.921325351170491,-0.04402389220572048,0.8539354988417452,252.0
2023-12,0.17383502454200628,1.0117778962699466,0.044890101719469326,1.0908834968206795,253.0
2023-13,0.050693456235990676,0.9589942632312296,-0.09724255038129045,0.8661809825749832,213.0
2023-14,0.0121549773021096,0.9615028099690978,-0.1483613394300137,0.7803075289128453,258.0
