day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
000-00-00,0.0,0.0,0.0,0.0,8.0
2022-01-11,0.25067591727765215,1.0,-0.4308748135190238,1.0,1.0
2022-01-28,0.9439772715911704,1.0,-0.5285030163416323,1.0,1.0
2022-01-31,0.25067591727765215,1.0,-0.4308748135190238,1.0,1.0
2022-02-01,-0.9881466174868612,1.0,-0.5083872517568349,1.0,1.0
2022-02-02,-0.1793873554431626,0.11813637101299837,-0.0034610462395806008,0.8619882914223649,2.0
2022-02-03,-0.17925086194956488,1.0,1.3213632993061961,1.0,1.0
2022-02-21,-2.1796856370636752,1.0,-0.5285030163416323,1.0,1.0
2022-02-24,0.7176296948414286,1.0,-0.4778308781934255,1.0,1.0
2022-03-17,0.6801711890268777,1.0,-0.6113197309300156,1.0,1.0
2022-03-19,-0.20684590528166746,1.0,-0.5285030163416323,1.0,1.0
2022-03-23,0.25067591727765215,1.0,-0.4308748135190238,1.0,1.0
2022-03-28,-0.3789969128249852,1.0,-0.44447831849231534,1.0,1.0
2022-03-30,0.5773502691896256,1.0,,1.0,1.0
2022-04-04,1.0527404156347089,1.0,2.090553144858019,1.0,1.0
2022-04-06,-1.6680633647246146,1.0,-0.6368512263165842,1.0,1.0
2022-04-12,0.4331393289428402,1.0,-0.44447831849231534,1.0,1.0
2022-04-13,-0.04990861671390917,1.0,-0.38360756335771334,1.0,1.0
2022-04-19,0.09171548530522891,0.6867912977294408,-0.4308748135190238,1.0,2.0
2022-04-27,-1.4398707376454223,1.0,-0.5285030163416323,1.0,1.0
2022-04-30,-0.5332900132070785,0.6432643787074407,-0.5549572017468813,0.06585985487496057,2.0
2022-05-01,-0.4560883514317457,0.5284511382269509,-0.41078203920926054,0.0,2.0
2022-05-05,0.48364800084203524,1.0,-0.5285030163416323,1.0,1.0
2022-05-10,-0.19122378269293183,1.0,0.6828736111589919,1.0,1.0
2022-05-11,0.5654643540486668,2.0357948403116253,-0.41078203920926054,1.0,2.0
2022-05-16,-1.2142091334584586,1.0,-0.4972992878344104,1.0,1.0
2022-05-19,-0.3789969128249852,1.0,-0.44447831849231534,1.0,1.0
2022-05-25,0.7520277518329563,0.7090185639487434,1.7234992540760956,1.2545420690426685,2.0
2022-05-27,0.729739288827383,1.0,-0.7413287780612411,1.0,1.0
2022-06-07,-1.473179631584923,1.0,1.8415286395069779,1.0,1.0
2022-06-15,-0.17925086194956488,1.0,1.3213632993061961,1.0,1.0
2022-06-17,0.46505918683057895,1.657693009322008,-0.601527151736928,1.0,2.0
2022-06-18,-0.3523918430499359,1.0,0.17542325632428651,1.0,1.0
2022-06-19,0.729739288827383,1.0,-0.7413287780612411,1.0,1.0
2022-06-21,-0.22751547476484466,1.0,-0.491959743461214,1.0,1.0
2022-06-28,0.25067591727765215,1.0,-0.4308748135190238,1.0,1.0
2022-06-29,0.5896581582345671,1.0,-0.491959743461214,1.0,1.0
2022-06-30,-0.17925086194956488,1.0,-0.7413287780612411,1.0,1.0
2022-07-01,0.7866392971257794,0.2785733981516506,-0.16785333416521803,0.4583556796784429,2.0
2022-07-03,0.2005003165484407,0.5370492669590455,-0.5760554086352508,0.2337318405413343,2.0
2022-07-04,-0.9851070603406905,0.31994690734265857,-0.5883632098927475,0.16664252925589543,4.0
2022-07-05,-0.3612219953665552,1.0,1.4798473556301075,1.0,1.0
2022-07-08,-1.2297642994310736,1.13248807587363,0.40448027942901166,1.246423556016366,4.0
2022-07-09,-1.1932657711726715,1.0,1.3788291943891908,1.0,1.0
2022-07-10,-0.43074318945372897,0.4258039669152592,-0.5118804258085007,0.14297470946268373,2.0
2022-07-12,-0.008279764598207385,0.9058319096513803,-0.5869746439681379,0.1204119827207051,5.0
2022-07-13,-0.4639407685196647,1.8011125861303914,-0.2123195994355505,0.4187028892927225,2.0
2022-07-14,-0.770669029347131,0.9733353993954111,-0.6118366146290978,0.2843341073358981,2.0
2022-07-15,-1.0331994971286749,1.0,-0.6510863918463847,1.0,1.0
2022-07-17,1.8208920892325695,1.0,-0.5083872517568349,1.0,1.0
2022-07-18,0.20346113961662757,0.2877375030617205,-0.3502592597741218,0.4953413955193241,2.0
2022-07-19,0.7415221950615182,0.6289447811611848,-0.1434856516566894,0.7474156612472748,3.0
2022-07-20,1.4838074444262377,1.0,-0.5083872517568349,1.0,1.0
2022-07-21,-0.9079457352266054,1.0,-0.4972992878344104,1.0,1.0
2022-07-22,-0.027752503486740243,1.071255166076937,-0.7413287780612411,0.0,2.0
2022-07-24,-0.5947018391861578,0.5875364065091457,-0.5760554086352508,0.23373184054133425,2.0
2022-07-25,0.02286345110434973,1.4753421276055267,0.9844737171977296,2.4358208544845406,3.0
2022-07-26,-0.11925430068710176,0.08484795063312363,0.412164808300489,1.6312862739431397,2.0
2022-07-28,-1.3517229700446505,1.785400412352919,-0.4696310326379293,0.054809570704259646,2.0
2022-07-31,-0.2686783871990257,0.8792694602719622,-0.5381846266878905,0.15966720750300473,2.0
2022-08-02,-0.10830788103677948,1.0,-0.5416231276491085,1.0,1.0
2022-08-04,-0.10830788103677948,1.0,-0.5416231276491085,1.0,1.0
2022-08-05,-0.2934177672611629,0.8485444305129568,2.433655563779469,2.3944788457376394,3.0
2022-08-09,0.7176296948414286,1.0,1.5426883481957885,1.0,1.0
2022-08-10,-0.5885949969272521,0.7598780021381077,-0.5588392681421797,0.136401558222708,4.0
2022-08-11,0.5014158994603998,1.0,1.265832908786108,1.0,1.0
2022-08-14,-0.5082931829199133,0.5197120096649441,-0.5797368218016098,0.10090352962680983,2.0
2022-08-16,0.011580221256403747,0.33813237601828433,0.6432253165571851,1.5190069713004801,2.0
2022-08-17,-0.22751547476484466,1.0,-0.491959743461214,1.0,1.0
2022-08-18,-1.494958910312532,1.0,-0.4629100498862757,1.0,1.0
2022-08-22,0.729739288827383,1.0,-0.7413287780612411,1.0,1.0
2022-08-23,0.4646526610691986,0.9106170951129516,-0.696207584953813,0.06381100324298031,2.0
2022-08-24,0.06791482903817543,0.2794049658220856,0.6527369339460289,1.5040429556773178,2.0
2022-08-25,1.1470369937691338,1.0,-0.601527151736928,1.0,1.0
2022-08-27,-0.9514995772269816,0.5442359213619097,-0.19180378167885667,0.2712515093646873,2.0
2022-08-28,2.294906143349174,1.0,2.080130326208596,1.0,1.0
2022-08-29,0.8453188802913125,1.0,-0.41078203920926054,1.0,1.0
2022-08-31,-0.5445778030999949,0.7182591562608228,-0.4685389994494466,0.24898719118470278,3.0
2022-09-01,0.729739288827383,1.0,-0.7413287780612411,1.0,1.0
2022-09-02,-2.5622972833345927,1.0,-0.491959743461214,1.0,1.0
2022-09-05,0.13261991297569276,2.129960518977543,-0.6771537952344909,0.09075713107865054,2.0
2022-09-06,-0.17925086194956488,1.0,-0.7413287780612411,1.0,1.0
2022-09-07,-0.23640988845649116,0.5310631479591937,-0.01329970949492737,1.110902600191215,4.0
2022-09-10,-0.1877397457574863,1.0,-0.38360756335771334,1.0,1.0
2022-09-12,0.7293518992466834,1.0,-0.41078203920926054,1.0,1.0
2022-09-15,-1.094559772174599,1.2261858045751262,0.5878511594921427,1.597317855226841,2.0
2022-09-19,0.07898788201032912,0.44006352515424924,0.1322000987816769,1.0563953462214255,3.0
2022-09-20,-1.2476389902492968,0.959997752651748,-0.6547611787089389,0.12242507306610614,2.0
2022-09-21,-0.6468570190540156,0.46691326454194987,0.04026889136549333,0.9806873255879677,3.0
2022-09-22,-1.4778082202023477,1.0,-0.7413287780612411,1.0,1.0
2022-09-24,-1.4129053372559508,1.0,-0.38360756335771334,1.0,1.0
2022-09-25,-0.1469365754186625,0.5774789507765776,0.13878908653539765,1.5147683996726424,4.0
2022-09-26,-0.44537062980224423,0.838558274499188,0.30206717146413326,1.1851023984243276,7.0
2022-09-27,-0.37621656173035045,0.8231988011316219,0.11459727054478541,1.3080331689930316,15.0
2022-09-28,-0.22945259906493584,1.357741189728191,-0.4182918849270953,0.4057161832248338,14.0
2022-09-29,-0.04119809654147125,0.7256413045568394,-0.0011413469719634022,0.8470269036349907,31.0
2022-09-30,-0.036707926520676525,0.653749106836097,-0.006284927463703474,0.9247181966644282,25.0
2022-10-01,-0.3755920004428691,1.6883243886254697,0.8353021510260489,1.4735435730792394,8.0
2022-10-02,0.2565315753364405,0.8659379259823515,0.5485831094010778,1.2559353090144068,12.0
2022-10-03,-0.23366821925333567,0.7401151355863107,-0.40151695991294073,0.37073135217080755,11.0
2022-10-04,-0.11631244867601535,0.8503393352049042,-0.16942636000539787,0.8950963505864901,14.0
2022-10-05,-0.10636924902007969,0.7346206401476781,-0.1181555361344891,1.0778370375991992,20.0
2022-10-06,0.07743589554461527,0.7992331386943817,0.45519944853297334,1.2247695218542467,29.0
2022-10-07,-0.04959756907484896,0.873926924125292,0.1171104933227293,1.1987593150496707,30.0
2022-10-08,-0.2802044738586574,1.018992787634763,0.010643826608529241,0.974209819839941,14.0
2022-10-09,-0.0589588336035507,0.7560656630010993,0.08822297738192057,1.0843833466804373,23.0
2022-10-10,0.17917212856638373,1.234353234559506,-0.01441635116076326,1.134368235343566,46.0
2022-10-11,-0.26369559451473923,1.2758695787186813,-0.006908371307827103,0.8968185101523625,41.0
2022-10-12,0.008233701543492197,0.8324792072144087,-0.0778957134327313,0.9129968462243816,53.0
2022-10-13,0.13649612432491212,1.3076146628017002,0.022760610290006134,1.1292595672296422,66.0
2022-10-14,-0.22925869223688317,0.8829682846683721,-0.00399299913862224,0.9259415345635827,39.0
2022-10-15,0.31633082272881347,0.9321718725654903,0.138579606659742,1.6065036871729979,17.0
2022-10-16,-0.10997964282353978,0.8996615719097752,-0.0202968556992691,1.0188746144521434,21.0
2022-10-17,-0.24344289410560652,0.8744759730066912,0.3051010241814189,1.0970421090193998,32.0
2022-10-18,-0.13723329912386395,1.0326067439582778,0.27697336559884295,1.206363890885138,58.0
2022-10-19,0.10492298008777087,1.019145133698569,0.1638781373915542,0.9967223067795792,57.0
2022-10-20,0.055396469840658207,0.8440056171311067,0.13451054954622907,1.0922373953027418,96.0
2022-10-21,-0.009922693219460207,0.9931016918477352,-0.20269755221015204,0.6422502842444854,75.0
2022-10-22,-0.24856664286942565,0.6680136072667786,-0.15028663640778092,0.7613074139690081,36.0
2022-10-23,-0.15694336733225878,0.8118179011243342,0.007929887105459667,0.9112156171573758,24.0
2022-10-24,0.0818046568894652,0.9018494849576834,0.25646255266587625,1.2877318816472954,62.0
2022-10-25,-0.1710876747227727,1.028220555167885,-0.06279371185966798,0.7904896632365678,61.0
2022-10-26,0.0967953050901217,0.8812526943510925,-0.1156035888371155,0.7487818920885002,76.0
2022-10-27,-0.1120518655190099,1.0186254221224156,-0.05628611778240641,0.9835814066600925,74.0
2022-10-28,0.05126453310733448,0.8416212581195962,0.12097237018358808,1.2196099421145568,62.0
2022-10-29,-0.0016032531228183874,0.8402249350894414,-0.04538857321261365,0.7915765612356721,56.0
2022-10-30,-0.3248305874265743,0.9901804325434725,-0.13502384286513125,0.6978541790091811,30.0
2022-10-31,0.03174957624666151,0.8819986744386069,0.008661294309181064,1.022069301680855,80.0
2022-11-01,-0.14120602600301801,0.8440909881219048,-0.06317596002967998,0.8132636765614367,50.0
2022-11-02,0.09907525098509047,0.9683783829201322,-0.01281707409532257,1.0057024440853173,69.0
2022-11-03,0.046758778698173804,0.9038294108116556,0.06711924120659085,1.044680240427643,55.0
2022-11-04,0.09495635086135579,1.3803456694844254,0.2467643385413516,1.3983504332687429,48.0
2022-11-05,0.002584521599430317,0.8034031179517335,0.35945135328411676,1.1720684910050285,43.0
2022-11-06,-0.03809798626727165,0.9599443289738242,0.25776700951693404,1.2937381264208287,51.0
2022-11-07,0.29311010962155315,1.0911230800419627,0.5512893061036989,1.4688996608524,65.0
2022-11-08,-0.10390229859256024,1.0551315681022364,-0.011827722691196708,0.9594035827535643,74.0
2022-11-09,-0.05916501149084469,1.065848334550802,0.22498509703009376,1.1522555674849035,66.0
2022-11-10,0.02663025860127995,1.327120389329736,-0.006112063239566315,0.9871796646754167,80.0
2022-11-11,0.023761982501845243,0.7954193916207781,-0.11037757119842609,0.9030989859817996,53.0
2022-11-12,0.04856973129907009,0.7315843813173151,0.15035674502769109,1.3462366272475375,22.0
2022-11-13,0.08886269984150778,1.312422788745702,0.09279881824276309,0.9462702308836535,20.0
2022-11-14,0.0662418747284807,0.8887818743760405,-0.07845137649650065,0.8731899069121347,54.0
2022-11-15,-0.03505665762850027,0.9171165909518023,-0.04182972482808441,0.8741094474654094,81.0
2022-11-16,-0.17892867928507014,1.0248778980520532,0.3351447799205268,1.430033540418437,62.0
2022-11-17,-0.13193016421768874,0.953590871125558,0.018236657989744293,0.8510534344382387,49.0
2022-11-18,0.29063562376720886,1.148904139730531,-0.022622126232788742,0.7967924378293448,76.0
2022-11-19,-0.7368518917740134,0.9152115326290435,0.013961849824166964,1.0018688171625203,37.0
2022-11-20,0.4476120734996059,1.1525018066006454,0.06304503484402389,1.0583427637483167,24.0
2022-11-21,-0.3974341671132586,0.892179087764924,-0.03610469923049264,1.0815745005927224,42.0
2022-11-22,0.3200513517843841,1.0198535292117008,-0.21259055379910727,0.6631030305600548,42.0
2022-11-23,0.185818004712763,0.9771520986333597,0.09492265690604629,1.0508990789252053,58.0
2022-11-24,-0.10355451265629433,0.9730543399329726,-0.0357734490669074,0.9460976695636983,158.0
2022-11-25,-0.13245826284915208,0.923016478705809,-0.09217812918005563,1.1419404133339668,87.0
2022-11-26,-0.10371749376845776,0.9257607317510895,0.15853708100832664,1.1609618249519518,37.0
2022-11-27,-0.1301497891325155,0.7626238924581029,0.18950055459608228,0.9473109367899267,41.0
2022-11-28,-0.18433830806145857,1.0629717672821903,0.3057633757055803,1.4994762533084358,55.0
2022-11-29,-0.03777319493692604,1.024815535283078,-0.03943528241875955,1.0130707112109203,82.0
2022-11-30,0.06785907343249961,0.9008117992908335,0.14828619180404318,1.0019830145340958,58.0
2022-12-01,0.11148087976913554,1.022098453713465,-0.14275751424937433,0.6381294823130197,71.0
2022-12-02,-0.13167594411947983,0.9082297556008537,-0.0738652954629174,0.883898772741312,81.0
2022-12-03,-0.16139890471482324,1.1275414045432404,0.04053361827408247,1.1758256066921047,61.0
2022-12-04,-0.058015798408084976,0.8856094441371194,0.27955613981260785,1.2626424728621652,38.0
2022-12-05,0.0350909196556501,0.9640185212065242,-0.01799349925688097,0.7936066064469015,81.0
2022-12-06,0.021546018248858014,1.0470145210843307,0.12624262973919204,1.2078926957710494,56.0
2022-12-07,0.31375473198387155,0.9746268598358174,-0.016036200368721863,0.8408274672093858,26.0
2022-12-08,0.09269853114297083,1.0348691556785679,-0.09777288934395006,0.6951163366311213,58.0
2022-12-09,-0.025089520145658514,0.9806850194984494,0.05033180766256021,0.9997601072401939,68.0
2022-12-10,0.42166826539852625,1.0709209145200862,-0.26208881324427413,0.5083673415675379,24.0
2022-12-11,-0.159578480561024,0.9419088669914714,0.06261530564272294,0.9400026059255079,58.0
2022-12-12,-0.10399121497433216,1.0282796291061327,0.3455922208310882,1.3728823772956256,72.0
2022-12-13,0.2507428189307609,0.8857446166800059,0.2509219503233632,1.213131912012535,72.0
2022-12-14,-0.12228142232368878,1.1190630079716113,-0.015477197493289576,0.9563893009640492,58.0
2022-12-15,0.05649531116161474,1.0052349356029349,-0.03905249900274969,0.9239166021351423,62.0
2022-12-16,0.04274220173438856,0.8353514777907856,-0.007788602996062727,0.9008726630700137,64.0
2022-12-17,-0.030145178349328373,1.0323226752094459,-0.04425258195075503,0.9234359198356303,56.0
2022-12-18,-0.47945944134001767,1.1488343784034116,0.18661547988777497,0.8687279581186703,22.0
2022-12-19,0.07189525139829697,1.2795041865629804,-0.11827318280318398,1.1793630507282105,81.0
2022-12-20,0.0520271431106341,0.8584377265854224,-0.1980053886186966,0.6915165012856854,58.0
2022-12-21,0.05007890870662883,0.7357221436910909,-0.133617443238812,0.7414257943499856,49.0
2022-12-22,-0.18291971752040723,0.9587869397571309,0.40449450218554023,1.3108266079354651,38.0
2022-12-23,-0.07218441933038697,0.8636463024024513,-0.18468557430144006,0.8360962886470249,53.0
2022-12-24,0.31193036280222397,0.9358529702197551,0.5989859828129303,1.2634364081058131,20.0
2022-12-25,0.2954381767165478,1.4667325028711478,0.1399484557029348,0.9933122532049261,27.0
2022-12-26,0.033423694639072465,0.8880487296410703,-0.049495530733185016,1.1062697973684341,51.0
2022-12-27,-0.0031820766161627404,0.9481872392132475,-0.14876253157524558,0.654124328494597,30.0
2022-12-28,0.16088641071381105,0.9621820980730281,-0.30243930078403825,0.4793042557120894,40.0
2022-12-29,0.38411505185406253,1.1897339926427943,0.15362194384859773,1.212846496177307,45.0
2022-12-30,0.10109378753626053,1.0342219667185653,0.16349023015692127,1.2236440378635849,22.0
2022-12-31,0.28925438050195257,1.3765354519800963,0.221975076916438,0.8309230542930354,10.0
2023-01-01,-0.023378143126750194,0.7715081926082142,0.1306745909057918,1.0992982795517283,48.0
2023-01-02,-0.16774529861834045,0.6602470676067864,0.2605671625521154,1.4488769807019817,27.0
2023-01-03,-0.15820994590953769,0.8480529328820844,0.2916506028423489,1.3014415649203914,76.0
2023-01-04,-0.09928868438811393,1.1577490786948388,0.39815389069269774,1.2685241753952246,40.0
2023-01-05,0.0471300365764215,1.1042697399252197,0.0309144732503952,1.3166581322855908,43.0
2023-01-06,-0.17952405704487823,1.047260878628156,0.32283831203469276,1.4196340813952226,37.0
2023-01-07,0.10317346990880631,1.152408297914838,-0.3405096145298923,0.11447171476544984,7.0
2023-01-08,-0.7156106820559273,1.0465420607147546,0.9617848492584429,1.614094738592814,13.0
2023-01-09,-0.12190508085194666,0.8248062980828298,0.08179151372970322,0.8618089129127998,17.0
2023-01-10,0.4188361331447745,1.0083280775103083,-0.28212963412607184,0.5613270041149212,55.0
2023-01-11,0.07643888650355865,1.1620025039500865,-0.004037914562601757,1.1822592939786825,29.0
2023-01-12,0.004887103766278013,0.7797942216724207,-0.10441605848798424,0.8846008137033397,46.0
2023-01-13,0.22120597325477126,1.046784788798398,-0.08068391780688002,0.8806616123634898,43.0
2023-01-14,0.1521255935817483,1.0545010188964898,-0.24252619775681575,0.32241502967510444,12.0
2023-01-15,-0.3335541330415913,1.0221882106067668,0.1186783284619799,1.2632273180498073,22.0
2023-01-16,0.24216641871469105,0.7577591732714536,0.05209483658578853,0.9878818810449909,41.0
2023-01-17,0.37497266012848934,1.2678237808460924,0.028730504176973336,1.0575662345385022,55.0
2023-01-18,0.021154444295543993,1.0058803077662304,-0.27653874986975596,0.36297690029317253,45.0
2023-01-19,0.09978143470050241,1.2676591757817752,-0.17808671903021248,0.8694051589079914,37.0
2023-01-20,0.08154953420430992,0.8541791269251867,0.16100804370193764,1.4200419369536053,41.0
2023-01-21,0.07656487644930116,0.8459713444512478,-0.43282982598101055,0.26257184648634807,11.0
2023-01-22,-0.12122915244631217,1.0969284451642551,0.14452285766210907,1.2013763852669317,28.0
2023-01-23,-0.15827800692377195,0.7043630761096621,-0.009448621791611083,0.8678076173398088,43.0
2023-01-24,0.21169934194509968,0.7083498174815771,0.37653687920035295,1.3171221009295295,25.0
2023-01-25,-0.10666412064497824,0.6375540132004164,0.5090881824161675,1.3531053015237644,20.0
2023-01-26,0.038880121019675196,1.0016615572115362,-0.11378494312609366,0.8198237563207446,28.0
2023-01-27,0.0709342631067535,0.9987122536518834,-0.0900307420017372,0.7573918818539884,47.0
2023-01-28,0.13566794611649227,1.1215438902375279,0.1716761026598731,1.2962544573588648,37.0
2023-01-29,-0.3043759979256618,1.1063514054016146,-0.2012446143194703,0.7649418146724207,23.0
2023-01-30,0.26054730059527814,1.2192918466909484,-0.2292226995179018,0.7559549668836737,20.0
2023-01-31,0.06901456884699725,0.7818227621445386,0.20345422666187743,1.2213770544545375,50.0
2023-02-01,0.07630641010163479,1.1202640565051756,0.13676650436910578,1.3416785220005738,29.0
2023-02-02,0.10694104736430485,0.8833356729619316,0.10501574013127316,1.1192497933285468,60.0
2023-02-03,0.4694041789404039,0.8665242126661946,-0.13323830712527668,0.5864968877350153,29.0
2023-02-04,0.10116991768571079,1.1063888155670092,-0.20537682290711615,0.6930438978637385,42.0
2023-02-05,-0.0819681901569946,0.8112134986315169,-0.25916404928497455,0.7398554016261092,62.0
2023-02-06,-0.053568954431944676,0.7649142301944026,-0.004555287831915027,0.7673155802638123,27.0
2023-02-07,-0.10299669936731355,0.8560267954225138,0.061631649252689616,1.0416137575248476,27.0
2023-02-08,0.23246876350333845,0.7282912135699631,-0.022663293631409537,0.985468530326999,24.0
2023-02-09,-0.09396181584009232,0.8210166706899348,0.06476943814969227,1.2067096529711334,38.0
2023-02-10,0.0620797518366097,0.8922903160626141,0.2201074308265477,1.0778594491087148,38.0
2023-02-11,-0.06959439091861912,0.6855998474257785,-0.09306706746520307,0.5734573079324831,5.0
2023-02-12,-0.01587309729170303,0.87345311128874,-0.0304435647865839,0.860411319384577,37.0
2023-02-13,0.26207535695554507,1.2016537648779677,-0.04547044381168197,1.1404144445004385,43.0
2023-02-14,0.12925519782100225,0.574330068959827,-0.31413194731726796,0.4334986453547355,19.0
2023-02-15,-0.1824879376195479,0.9945261917533998,0.2580620460729074,1.1447649659965242,56.0
2023-02-16,0.27247257888786774,1.1985117091735356,0.13674064667615057,1.3114978660416163,24.0
2023-02-17,-0.05041053267292107,1.0983722779330176,-0.1412060094345304,0.8880826122642719,63.0
2023-02-18,0.7222606149779932,1.2918807513055517,-0.27479316099955187,0.563485012008367,10.0
2023-02-19,0.32639865352960806,0.9751334474408765,-0.10598920229409223,1.2086821613927436,32.0
2023-02-20,-0.5284295157893958,1.3058964067267116,-0.043660589149576684,0.9310056396412268,34.0
2023-02-21,-0.321620676736268,1.02765146558786,-0.08964655194445542,0.9138544243633984,49.0
2023-02-22,-0.16460402022433382,0.8870960348957372,0.1368037225725788,0.9790286887772214,39.0
2023-02-23,-0.14567933232441177,1.0690245860071554,-0.07600206404447467,1.0016240865878816,34.0
2023-02-24,-0.094133167051639,0.8760798892771744,0.01162315870977982,1.045124734230393,62.0
2023-02-25,-0.03743536573995129,1.0763251114117243,-0.07022100920983759,1.1387915516591025,36.0
2023-02-26,0.14979772555446114,1.154309012427058,0.14264347975360644,1.286582065553263,21.0
2023-02-27,-0.000374811094612507,1.021755470303951,-0.2895081683640571,0.40408988946151886,28.0
2023-02-28,-0.16300866517517326,1.0717060147852213,0.1385067161982766,1.052002395461089,38.0
2023-03-01,-0.07568560693555167,0.9350751406511645,0.015980004916585855,1.1148690332874425,39.0
2023-03-02,-0.1471306709667665,0.8959172785822525,0.19116441824523894,1.1735097826715544,59.0
2023-03-03,-0.21770102490130558,1.2546133259845202,0.4613971850901609,1.384060280160067,29.0
2023-03-04,-0.09206574704911173,1.0194085906848187,-0.23017800706105193,0.44851240469869214,28.0
2023-03-05,-0.04958923032881519,1.294704868989872,0.1126390999449736,1.1399792244901892,46.0
2023-03-06,0.0003921747480827668,1.041128080299897,0.25785943662968885,1.180761139325622,51.0
2023-03-07,-0.07868020445799931,0.8773987386840176,-0.345190300334979,0.2888601504211679,18.0
2023-03-08,-0.09165789559802415,1.0944639766817683,0.24032336524264705,0.8234507897431301,28.0
2023-03-09,-0.05291835245695696,0.8645434838262802,-0.030105555891631792,1.0732261515784285,38.0
2023-03-10,0.14244789835188645,0.9949184364739037,-0.015285484277672047,0.9804306212023011,42.0
2023-03-11,0.11185462643798023,0.9295589731951842,0.23942984972111,1.2238697829229221,19.0
2023-03-12,-0.214065313435462,0.5883273275439366,0.3268439661795593,1.1699114024571895,14.0
2023-03-13,-0.22188418969290832,1.163215670248038,0.45812450568380686,1.1372271344410598,24.0
2023-03-14,-0.016569853785564713,1.0797340430990336,-0.0955545999737402,0.726369036061206,37.0
2023-03-15,-0.007637410469476372,0.7722413179563324,0.2849687295452994,1.1926210381418145,33.0
2023-03-16,0.06974410614312276,1.176747695802785,-0.15366290540098537,0.9866294926518646,20.0
2023-03-17,0.12967972611766684,0.7729513455768707,-0.11790606052970576,0.7485112946450888,76.0
2023-03-18,0.4458904144243803,0.9422865024724696,-0.285826679659802,0.41622217127423783,20.0
2023-03-19,0.15667275811148335,0.7744454296450832,-0.18861272301400847,0.6213940197471278,42.0
2023-03-20,-0.16009265240744644,0.7618382420625484,-0.12249318674599659,0.8721758014444079,41.0
2023-03-21,0.1193833087886095,1.1693430743520945,-0.02853531918219034,0.7924189825827543,35.0
2023-03-22,0.17127134960280915,1.03982902139327,0.47399212116308354,1.6292744220352355,40.0
2023-03-23,0.5316535014705591,0.9858648377801653,0.22930315936137124,1.2775106479919376,24.0
2023-03-24,-0.10959777962379327,0.9008016216843479,-0.2269213122918408,0.7036179082539907,25.0
2023-03-25,0.33264733244069894,1.1061136516982735,-0.055342273511076324,0.9349880922012809,72.0
2023-03-26,0.16630371341053327,0.4472522873287877,0.21450266418034378,1.1881533138313818,16.0
2023-03-27,0.00019815600256699404,0.7812924095878387,-0.18031430592548048,0.5076830779078115,24.0
2023-03-28,0.6112328521441932,1.201436567247786,0.1432122858589839,0.9112409120780501,17.0
2023-03-29,0.12328277625772628,1.2553012168550863,0.0071192010104722606,0.8415792346188332,32.0
2023-03-30,-0.012928892087933831,0.811604746984006,-0.0310952032657874,1.1193737773201948,54.0
2023-03-31,0.034343228776327894,0.8366654106029948,-0.17661613073968396,0.8817559493044808,58.0
2023-04-01,-0.04554915615474685,0.7952951065244233,-0.3564455993487148,0.20625199697865362,18.0
2023-04-02,-0.41426691133396104,1.115038420492104,0.07700273060628655,0.8261142588890786,10.0
2023-04-03,0.2796496254461917,0.9963645391528742,-0.2882588025312105,0.545521978835382,33.0
2023-04-04,0.04357516755114761,0.9870089890096928,0.0033092520268908497,1.0973860020522004,29.0
2023-04-05,-0.2442277585950739,0.8204743548989252,0.12206498670043477,1.1438441667526367,31.0
2023-04-06,0.23489512659908743,0.8927929831449201,-0.34648506669420803,0.41609468193965443,21.0
2023-04-07,-0.25993446051915076,1.1585683027105025,-0.19572012053065044,0.5078558047669322,27.0
2023-04-08,-0.1608576232043046,0.9633881596774098,-0.096101088599542,0.7273781225400671,55.0
2023-04-09,0.14884147438690684,0.8590122725318579,-0.2270251480791421,0.6642320120588796,62.0
2023-04-10,0.5268665691702108,0.882827143891508,-0.1120307908968826,0.7702959200831927,15.0
2023-04-11,-0.15251934645381326,1.0142392556716737,-0.11930245150652546,0.7538665257220877,37.0
2023-04-12,0.09698862587278552,0.9243482043013975,-0.12523032491153613,0.6062535874728875,32.0
2023-04-13,-0.07170433279995973,0.7188444031619549,0.021675319862610624,0.9237422399020598,60.0
2023-04-14,0.11631923120656519,1.0549940457088365,0.07627098951830895,1.1424145775026018,43.0
2023-04-15,0.26805364776408946,0.972751896393846,-0.3158554537807989,0.43881368163704687,39.0
2023-04-16,0.04099172723808816,0.9993929775188217,0.005274118955601097,0.6737044416491174,13.0
2023-04-17,-0.11300791985714487,1.0598317793352936,0.06034180921055343,0.926889514145112,51.0
2023-04-18,-0.0720505282539761,0.9616756349089,-0.1445923825970817,0.8362882430003556,38.0
